id_barrio_local,desc_barrio_local,Superficie_ES
0.8169310554253567,PALOMERAS BAJAS     ,"25,9229,41,6830,0644,867,8459,43039,2936150,921,8340,2149,532,6928,628,634,635,130,234,0479,9829,22,8839,5938,3418,929,1610,522,559,2830,675,625,0547,8878,267,4668,946,0327,2611,8310,5142,7867,614,172,77,8128,5"
0.8186723085971661,PALOMERAS SURESTE   ,"70,2111,5212,365,363319,9881,0923,2285,2536,7450,9253,0322,8415,085615,6611,212,9625,9227,627,177,0212,9625,922876,7225,1246,982018,252834,0232,422,7714,42434,211,764,2521,9618,971640,512,859,622202232,6421,7528,8340,1243,3554,8834,3832,416,0515,871839,71"
0.8204135617689755,PORTAZGO            ,"13,065,7621,7575,639,2485,5757,7269,9710451,4539,681810,82,8838,9419,25,7685,3146,523,9753,3744,222,322123,1574,845,0830,4937,4446,9852,9239,4823,8811657,63011,76024,34015107,122057,647,4143,4218,1559,7627,5437,9939,427,08"
0.8221548149407849,NUMANCIA            ,"29,5222,3212542,123,3634,12,510,4476,187,237,465,7630,245,76912,251657,9774,2512,9640,057,260,2553,5552,566,429,814510226,236,8550,2535,8230,7837,7122,7410,4436,6317,758,912,66"
0.9875738662626755,PAVONES             ,"80,840,8832,422,543,610,0819,4447,9928,8349,2816,9729,719,44"
0.9893151194344849,HORCAJO             ,"58,8418,7225,458727,4149,4619,4412,9675,43"
0.9910563726062943,MARROQUINA          ,"82,8918,9616,3840,432,48,512,963823,451,5910,812,9666,2715,8416,1299,7550,3332,458,3225,24832,422,9415,019,0417,6425,92615,5735,7713,1895,04163,4460,21136,56150,7262,8830,03109,9837,0876,3787,4855,5710,65239,8140,0580,1532,411,1365,7371,3463,8499,1832,3570,0864,2527,963,7136,929,172517,924535,8537,1623,4638,8825,9237,0834,66287,217,6440,682737,02"
0.9927976257781037,MEDIA LEGUA         ,"41,3645,6225,92919,5656,9374,9512,653,3984,4220,1574,8868,7772,242,4124,6619,4413,2654,48"
0.9945388789499131,FONTARRON           ,"14,438,8825,9229,1621,639012,9617,148,2441,5859,419,443,6429,632,2632,9413,819,44"
0.9962801321217224,VINATEROS           ,"23,1729,1640,75148,5648,634,7411,169,7225,299,8483,744,2851,354,1255,643541,5829,169125,9228,612,96"
1.161699183443613,VENTAS              ,"10,085,651,5581,9412,223,2235,119,4422,6813,2615,1214,049,052,3821,9615,0823,4216,9519,9554,5329,5224,0155,4218,5412,64,6890,2218,194,3231,219,8225,9242,1236,973,9225,1615,848,3311,7716,233,0819,089,2335,17,6836,3620,887,046,4421,599,7627,366,8628,823,795,27"
1.1634404366154225,PUEBLO NUEVO        ,"4,85,3655,89,3610,5422,9619,4441,724,328,642,884,3211,5217,5548,611,713,3924,778,0823,3114,0411,740,514,044,3221,284,3211,713,9227,8420,3416,777,0445,6731,3260,7737,5325,9214,047,238,883,0656,794,685,764,767,28,3373,92361,361,1992,655,7610,548,64122,9530,2414,048,764,525,374,7626,82"
1.1651816897872318,QUINTANA            ,"12,242,3814,0511,228,6417,0852,489,4920,3725,085,952,8825,653,6813,765,7614,0428,932,411,3175,557,232,315,76314,324,321,725,7621,781,6262,074,3215,0238,6232,414,047,1438,1821,41"
1.1669229429590413,CONCEPCION          ,"106,599,369,3671,3420,868,8211,648,064,627,222,3716,338,6427,457,230,1944,3719,3725,4413,3816,236,5712,0642,8548,927,9652,7116,3888,8538,4867,9116,0231,3614,0443,9235,8748,4521,616,3824,36,7533,37,28,1636,3620,2722,2723,7629,1640,147,0236,52"
1.1686641961308506,SAN PASCUAL         ,"43,227,8132,9411,712,7844,3137,451,849,7228,0857,35"
1.1704054493026599,SAN JUAN BAUTISTA   ,"54,9648,514,5869,5546,824,1217,0428,7460,3419,4413,32152,58"
1.1721467024744694,COLINA              ,"5,7617,587,144817,0213,5"
1.1756292088180882,COSTILLARES         ,"29,9425,7429,56,4843,5622,836,9112,7132,643,9817,8729,8513,5216399,6123,6516,387,0422,3"
1.3358245006245506,PALOMAS             ,"2426,4511,71835,6235139,795,8328,0863,2512,24"
1.3375657537963601,PIOVERA             ,"10,0728,0732,8229,6540,516,6530,428,825,754,3241,4129,4145,7222,6727,8630,4230,42105,51"
1.3393070069681694,CANILLAS            ,"9,3517,535,2716,225,9225,45,755425,7514,514,0520,251515,329,269,19,35408,51632,447,1535,8248,526,4262,3780,9918,211,9636,33480,5816,210,821,0725,0264,812,9722,72050,1466,752675,419051,67272634,0528,221,4832,642,218,7214,43519,4464,86,48"
1.3410482601399787,PINAR DEL REY       ,"6097,210,816,8732,4637,52472,543022,3913,1311,712,7212,9511,716,222,512,953,86012,9797,25246,1702741,312,63225,9232726010779036,76530425636,197604532,431,3214,5836109,994,676,6519,4859,123,0480025,15"
1.3427895133117882,APOSTOL SANTIAGO    ,"9,7232,4333336,9112,539,119,4518"
1.3445307664835975,VALDEFUENTES        ,"43,4541,575999,8219,425440,4257,253,5575,416720,5518,7214,462,6996,5791,8262,331,970,4741,354153,5589,2725,9247,415840,7433,4853,5577,0461,9534,9960,187,2250,4936,2420,286,5699,9927,8445,14"
1.5099498178054882,SAN ANDRES          ,"11,1929,1312,9668,425,9299,1210,088,6498,8177,7650,8621,0625,9234,7412,967,023221,638,526,6622,6823,434,1937,819,4416,215,8419,4412,962261,45165111,516,214,419,442725,7215,6413,77"
1.5116910709772975,SAN CRISTOBAL       ,"21,6619,4421,787740,058,19,72918,1819,563,5425,9257,5425,7437,3540,0438,8847,5228,62813225,2511,5245,7255,832,94"
1.513432324149107,BUTARQUE            ,"28,83072,590,5755,4322,6819,0869,5223,4125,6622,1416,3837,5879,6420,921,4225,5612,96119,866,48101,3118"
1.5151735773209163,LOS ROSALES         ,"12,9664,1247,9618,7299,7732,4231,32125,3739,647241,7623,497,217,6432,7685,4110025,469,7253,29,729,7234,8875,4891,3639,8139,8730,6637,1524,7418252722,89"
1.5169148304927258,LOS ANGELES         ,"111,332,4127,983750,0437,0851,8497,2722764,0337,73195,7149,0353,231,3454,7746,0865,0124,4810832,425,928,8216,250,5231,3252,83035,64105,2619,446055,8112,9662,7221,2432,478,5925,9241,3824,4857,2411,78,647,218,35119,54103,5187,52"
1.6840751349864258,CASCO H.VALLECAS    ,"84,6834,079,72104,651,842097,3226,274,8825,9254,8325,9263,3436,959,534,2522,5741,9422,686038,7511,5258,69989,0431,865621,7857,7519,5648,6249,1641,4459,5832,2719,4438,8870,5627,5558,7164,845,3435,6477,7695,9433,767,2623,8743,8781,255,6525,84106,0714,3632,446,54"
1.685816388158235,SANTA EUGENIA       ,"97,5648,683,162744,3838,8870,08100,4419,5336,7258,0523,449,3562,222,684,116,241,436,96,946,24105,265032,7619,445610,4438,8825,7219,4418,7221,0635,6412,9642,648,612,06"
1.6875576413300446,ENSANCHE DE VALLECAS,"97,248,6110,785,925,249,1433135,1632,432,437,876,8149,579,738,8851,7832,470,5253,2827,6156,6468,9223,6845140,2287,5522,084532,4112,512,9658,8845,363150,8527,724931,435,143,261,1626,6442,0758,525152,4456,1921,638,2895,1529,54"
1.8582004521673634,CASCO H.VICALVARO   ,"12,7532,252722,122,9522,6823,443,8419,4435,111,718,7241,2622,563215,39,364513,8639,7861,9125,0229,5219,4412,9641,6728,5334,5619,4411,5620,8841,7630,9428,948,7111,5235,615,8512,068,8411,1632,078,6750,72"
1.8599417053391727,VALDEBERNARDO,"32,485,3299,4752,3719,442632,420,5232,1644,4621,8493,0678,941,0425,9233,6225,9229,610,0524,8917,8512,633,17"
1.861682958510982,VALDERRIVAS,"16,3871,287,218,7232,4726,6441,7664,94"
1.8634242116827915,EL CAÑAVERAL,"56,02"
2.032325769348301,SIMANCAS            ,"10,2345,2222,9812,9616,223,412,6179,4511,229075,8522,1419,358,111,3718,7214,712,9624,842,884,32725,762035,2832,2929,8828,0853,762824,32,5214,48,84,529,6111,773,632,434,528,648,417,752,08639,361018,047,830,132,8446,247,221,7862,425,765,7616,732,885,7623,6525,9239,9"
2.03406702252011,HELLIN              ,"98,9734,6550,448,645,32"
2.03580827569192,AMPOSTA             ,"39,0627,2625,0319,0821,8783,0679,59422526,218,7538,8819,4418,411,5681,752720,92"
2.037549528863729,ARCOS               ,"40,9664,837,0419,4425,9226,9720,0236,6623,0428,3848,871,9111,1652,6449,6576,1440,635636,631,6841,6518,29321876,4630,3324,0354,8721,1258,34"
2.0392907820355384,ROSAS               ,"7,257,1225,26227,5416,3898,3520,1650,3616,3816,5614,1832,4836,9616,263,9638,3625,3815,6842,8253,0840,421,640,7780,5845,0917,0412,8429,1722,887,5618,2734,6810,8860,5836,3630,4651,0170,8320,841,2651,0828,3116,4946,8455,2738,8828,538,5532,910,8864,5858,6250,9240,887,9226,5358,757,9510,0817,2831,448,4740,530,1338,443,8371,9764,68291,614,42439,82"
2.0410320352073477,REJAS               ,"36,7819,4419,4445,1867,16"
2.042773288379157,CANILLEJAS          ,"18,725,764,329,3612,967276,235,582,8851,5972,438,6419,225,9246,214,49,0211,79,3631,08104,6522,6813,522,0511,2823,1224,8428,263,9210,2424,616,210,5534,7420,3633,0534,210,55"
2.0445145415509667,EL SALVADOR         ,"11,5264,642421,3111,529,2214,4210,647,240,512,0127,1833,847,0922,684225,512,1124,69"
2.2064510865292384,ALAMEDA DE OSUNA    ,"32,432,4725,5619,4412,9619,3416,521,613,499,7274,661,4438,8876,73619,1432,647318,7222,622136,921,98"
2.2081923397010477,AEROPUERTO          ,"10,127,116,964,1412,95"
2.209933592872857,CASCO H.BARAJAS     ,"12,9624,319,4427,7219,447,13614,622,6836,914,4525,9254,5317,6451,6665,815,7592,239,264,0856,2412,9627,5537,9629"
2.2116748460446667,TIMON               ,"29,1629,1612,967,5621,653,92846,529,335,76111637,9437,538,6211,34123,16107,3222,85108,0726,3632,4"
2.213416099216476,CORRALEJOS          ,"52,198,4141,622,686,1213,8833,3625,9225,9218,522,035,438,7528,7960"
